match_date,team_1_name,team_2_name,team_1_rating,team_2_rating,team_1_win_expectancy,team_1_form_score,team_2_form_score,form_score_difference,draw_probability
Final,Brazil,Bosnia and Herzegovina,2023.34,1660.97,0.89,8.1,2.8,5.3,0.08
